id,skill,task_type,level,difficulty,prompt,stimulus,answer_key,sub_skill,explanation,created_at
a830da08-881c-4ac0-a278-da9ada092484,listening,mcq,B1,0.5,Why should some members check their email?,"Welcome to Riverside Co-working. A quick update for members: the second-floor kitchen will be closed this Thursday afternoon while new water filters are fitted. Tea and coffee will still be available in the ground-floor lounge, but the microwave there is out of order until Friday. If you have booked the large meeting room after two o'clock, please check your email. A few bookings have been moved to smaller rooms because the maintenance team needs access to the corridor. We apologise for the disruption. On the positive side, the roof terrace will reopen next week after repairs, so members will once again be able to work there in dry weather.","{""options"":[""Their meeting room may have changed"",""Their membership may have expired"",""They need to pay for repairs"",""They must confirm a terrace booking""],""metadata"":{""rationale"":""The learner follows clear standard speech on familiar situations and identifies the main point plus supporting practical detail."",""subskills"":[""gist"",""detail"",""speaker intention"",""practical consequence""],""tts_notes"":""Single neutral British voice, clear announcement style, medium pace."",""distractors"":{""They need to pay for repairs"":""Repairs are happening, but members are not charged."",""Their membership may have expired"":""Email reminders often concern membership, but not here."",""They must confirm a terrace booking"":""The terrace detail is unrelated.""},""original_id"":""L_B1_01_Q3""},""explanation"":""Some bookings were moved to smaller rooms, so affected members should check their email."",""correctValue"":""Their meeting room may have changed"",""correct_index"":0}",,,2026-04-15 21:47:39.473+00
aa6d485f-a3e9-43e7-9829-c5604bf0e55d,listening,mcq,B2,0.5,What is the speaker's main message?,"Presenter: Many shops now encourage customers to return unwanted online purchases in person rather than by post. Retailers often present this as a greener option, and sometimes it is. A single return journey can be combined with other errands, while individual delivery trips may involve extra packaging and transport. But the environmental argument becomes less convincing when customers drive long distances only to hand back a low-value item. Some companies have started experimenting with local drop boxes, which may reduce emissions and queueing at busy counters. The broader lesson is that convenience and sustainability do not always point in the same direction. Good policy depends less on slogans than on understanding what people will actually do, not what companies hope they will do.","{""options"":[""The environmental value of in-person returns depends on real behaviour"",""Postal returns should be banned immediately"",""Customers care only about convenience"",""Local drop boxes are always the best solution""],""metadata"":{""rationale"":""The learner follows extended standard speech, including explanation and qualification, and can interpret why examples are used."",""subskills"":[""argument gist"",""detail"",""speaker attitude"",""implication"",""cause-effect""],""tts_notes"":""Single voice, radio-feature style, slightly varied emphasis on contrastive phrases."",""distractors"":{""Customers care only about convenience"":""Convenience is one factor, not the only one."",""Postal returns should be banned immediately"":""The speaker never proposes a ban."",""Local drop boxes are always the best solution"":""Drop boxes are presented as a possible experiment, not a universal answer.""},""original_id"":""L_B2_01_Q1""},""explanation"":""The talk argues that claims about sustainability must be judged by what people actually do in practice."",""correctValue"":""The environmental value of in-person returns depends on real behaviour"",""correct_index"":0}",,,2026-04-15 21:47:39.473+00
ab73e598-52fc-4ff2-8475-42118d04aea5,writing,open_ended,B2,0.5,Write 140 to 180 words. Present a clear opinion and support it.,"{""scenario"":""Your workplace is considering one meeting-free morning each week. Write a short proposal to your manager. Explain the benefits, mention one possible disadvantage, and suggest how the team could make the idea work."",""purpose"":""proposal"",""audience"":""manager"",""register"":""semi-formal""}","{""purpose"":""proposal"",""audience"":""manager"",""metadata"":{""rationale"":""The learner can produce clear detailed text, present a position, and support it with relevant reasons while acknowledging a drawback."",""subskills"":[""argument development"",""audience awareness"",""supporting detail"",""structured persuasion""],""original_id"":""W_B2_01"",""scoring_notes"":{""points_total"":25,""mapping_notes"":""Confirms B2 if the learner can argue clearly, develop reasons and maintain appropriate tone."",""points_by_skill"":{""Writing"":25}}},""register"":""semi-formal"",""scenario"":""Your workplace is considering one meeting-free morning each week. Write a short proposal to your manager. Explain the benefits, mention one possible disadvantage, and suggest how the team could make the idea work.""}",,,2026-04-15 21:47:39.707308+00
af55a181-b9dd-42a3-be30-ba68b4bca2e7,reading,mcq,A1,0.5,Why is Saturday less convenient for collecting the card?,"Hello Maya,
Your new library card is ready. Please collect it at the front desk between 10.00 and 4.00 this week. Bring one photo ID. On Saturday, the library closes at 1.00. If you cannot come, phone us before Friday.
Thank you,
Town Library","{""options"":[""The library closes earlier"",""The front desk is closed all day"",""Maya needs two IDs"",""Only children can enter""],""metadata"":{""rationale"":""The learner reads short, concrete everyday information and identifies basic facts with limited inference."",""subskills"":[""gist"",""detail"",""simple inference"",""everyday notices""],""distractors"":{""Maya needs two IDs"":""This echoes the ID requirement but changes the quantity."",""Only children can enter"":""This is unsupported and checks whether the learner invents detail."",""The front desk is closed all day"":""A learner may overgeneralise from the shorter opening hours.""},""original_id"":""R_A1_01_Q5""},""explanation"":""Saturday is less convenient because the library closes at 1.00 instead of later in the week."",""correctValue"":""The library closes earlier"",""correct_index"":0}",,,2026-04-15 21:47:38.796221+00
afc6cf17-3562-467c-9a7a-0e4cd9190f2d,reading,mcq,B2,0.5,What is the writer's main point in the second paragraph?,"Several companies have introduced 'quiet hours' in shared offices: set periods when no internal meetings are scheduled and staff are asked to avoid unnecessary messages. Supporters say the idea protects concentration in workplaces that were designed for collaboration but have become full of interruption. Critics, however, argue that the policy can create a false sense of productivity. If urgent issues are simply postponed, teams may feel calmer for two hours yet less coordinated by the end of the day.

One medium-sized design firm recently trialled quiet hours on Tuesday and Thursday mornings. It reported faster completion of individual tasks, but only after managers agreed on what counted as urgent and what could wait. The firm has kept the policy, though not because it believes silence is always efficient. Rather, the trial showed that teams work better when expectations are explicit.","{""options"":[""Quiet hours work best when teams define clear expectations"",""Silence always improves office efficiency"",""Managers should cancel all meetings"",""Design firms benefit more than other firms""],""metadata"":{""rationale"":""The learner can process more extended argument, follow contrasting viewpoints, and interpret why evidence is included."",""subskills"":[""main argument"",""detail"",""inference"",""attitude"",""evidence tracking""],""distractors"":{""Managers should cancel all meetings"":""Meetings are limited during certain periods, not eliminated."",""Silence always improves office efficiency"":""The text explicitly rejects this absolute view."",""Design firms benefit more than other firms"":""Only one design firm is given as an example.""},""original_id"":""R_B2_01_Q1""},""explanation"":""The paragraph concludes that the benefit came from explicit expectations, not from silence alone."",""correctValue"":""Quiet hours work best when teams define clear expectations"",""correct_index"":0}",,,2026-04-15 21:47:38.959013+00
b3787981-84a5-4013-81ee-05acc0a232d2,reading,mcq,A2,0.5,Where should volunteers meet?,"Community Park Clean-up Day
Meet at the east gate at 9.30 on Sunday. We will give everyone gloves and rubbish bags. Please wear old clothes and comfortable shoes. Children under 12 must come with an adult. At 11.30, volunteers can join a free picnic near the lake. If it rains heavily, check the council website after 8.00 that morning for updates.","{""options"":[""At the east gate"",""Near the lake"",""Outside the council office"",""At the west gate""],""metadata"":{""rationale"":""The learner understands short connected texts about familiar routines and can extract straightforward practical details."",""subskills"":[""gist"",""specific detail"",""practical information"",""simple purpose""],""distractors"":{""Near the lake"":""This is where the picnic happens later, not the meeting point."",""At the west gate"":""This is a direction-based distractor that tests attention."",""Outside the council office"":""The council website is mentioned, which may mislead weaker readers.""},""original_id"":""R_A2_01_Q1""},""explanation"":""The notice says, 'Meet at the east gate at 9.30 on Sunday.'"",""correctValue"":""At the east gate"",""correct_index"":0}",,,2026-04-15 21:47:38.796221+00
b40c0346-d44d-4e65-b397-0452dfbb07ab,listening,mcq,C2,0.5,What does the 'relational dimension' of transparency refer to?,"Lecturer: Institutions often describe transparency as if it were a simple matter of showing more information. Yet disclosure, by itself, does not guarantee understanding. A school, hospital or public agency can release vast quantities of data and still remain opaque in the more meaningful sense, because people may be unable to judge what matters, compare cases or see where responsibility lies. This is why transparency has both a quantitative and a relational dimension. It is about what is shown, certainly, but also about whether the form of showing permits fair interpretation. The point is not that raw disclosure is useless. In some contexts it is essential. The problem arises when institutions treat publication as the end of accountability rather than one condition for it. At that moment, transparency turns oddly theatrical: information is displayed, while the burden of making sense of it is quietly transferred to the audience.","{""options"":[""Whether information is presented in a way that allows fair interpretation"",""How often institutions talk to each other"",""Whether all data is published in alphabetical order"",""How many people request the information""],""metadata"":{""rationale"":""The learner processes dense abstract spoken argument and distinguishes carefully between related but non-identical claims."",""subskills"":[""fine-grained inference"",""conceptual distinction"",""argument structure"",""speaker stance"",""counter-position recognition""],""tts_notes"":""Single academic British voice, medium pace, precise articulation, slight emphasis on contrastive terms such as 'yet', 'certainly', 'rather than'."",""distractors"":{""How many people request the information"":""Demand is not part of the definition."",""How often institutions talk to each other"":""The word 'relational' may trigger this literal misreading."",""Whether all data is published in alphabetical order"":""This is a procedural detail unrelated to the concept.""},""original_id"":""L_C2_01_Q2""},""explanation"":""The lecturer defines transparency as also depending on whether the form of presentation supports understanding and judgement."",""correctValue"":""Whether information is presented in a way that allows fair interpretation"",""correct_index"":0}",,,2026-04-15 21:47:39.5946+00
b48b2ee0-128f-4774-83c5-6fdbef89ac4c,speaking,audio,A2,0.5,You will hear or read the staff member's lines. Reply as the customer. Keep the conversation simple and clear.,"{""scenario"":""Short interaction simulation at a sports centre. You want to join an evening class, ask the time, ask the price, and ask whether you need to bring anything."",""agent_lines"":[""Hello. How can I help?"",""We have classes on Tuesday and Thursday."",""The class costs nine pounds.""],""prompt_mode"":""SHORT_INTERACTION_SIM""}","{""mode"":""SHORT_INTERACTION_SIM"",""metadata"":{""rationale"":""The learner manages a short familiar transaction and can ask for key practical information with support."",""subskills"":[""transactional language"",""simple question forms"",""everyday problem-solving"",""interaction""],""original_id"":""S_A2_01"",""scoring_notes"":{""points_total"":25,""mapping_notes"":""Useful for checking whether the learner can sustain basic interaction beyond self-description."",""points_by_skill"":{""Speaking"":25}}},""scenario"":""Short interaction simulation at a sports centre. You want to join an evening class, ask the time, ask the price, and ask whether you need to bring anything."",""follow_up_questions"":[""Which day would you choose, and why?"",""What would you say if you are late for the first class?""]}",,,2026-04-15 21:47:39.707308+00
b59569d7-affa-4a28-b181-cef14b0fa7f2,listening,mcq,C2,0.5,Why does the lecturer say transparency can become 'theatrical'?,"Lecturer: Institutions often describe transparency as if it were a simple matter of showing more information. Yet disclosure, by itself, does not guarantee understanding. A school, hospital or public agency can release vast quantities of data and still remain opaque in the more meaningful sense, because people may be unable to judge what matters, compare cases or see where responsibility lies. This is why transparency has both a quantitative and a relational dimension. It is about what is shown, certainly, but also about whether the form of showing permits fair interpretation. The point is not that raw disclosure is useless. In some contexts it is essential. The problem arises when institutions treat publication as the end of accountability rather than one condition for it. At that moment, transparency turns oddly theatrical: information is displayed, while the burden of making sense of it is quietly transferred to the audience.","{""options"":[""Because display can substitute for genuine responsibility"",""Because institutions use dramatic language in reports"",""Because public meetings are often held on stages"",""Because audiences enjoy complex charts""],""metadata"":{""rationale"":""The learner processes dense abstract spoken argument and distinguishes carefully between related but non-identical claims."",""subskills"":[""fine-grained inference"",""conceptual distinction"",""argument structure"",""speaker stance"",""counter-position recognition""],""tts_notes"":""Single academic British voice, medium pace, precise articulation, slight emphasis on contrastive terms such as 'yet', 'certainly', 'rather than'."",""distractors"":{""Because audiences enjoy complex charts"":""The lecturer implies the opposite problem."",""Because public meetings are often held on stages"":""This is irrelevant to the metaphor."",""Because institutions use dramatic language in reports"":""The adjective may tempt a literal reading.""},""original_id"":""L_C2_01_Q3""},""explanation"":""The final lines argue that information may be displayed while the real interpretive burden is shifted away from the institution."",""correctValue"":""Because display can substitute for genuine responsibility"",""correct_index"":0}",,,2026-04-15 21:47:39.5946+00
b63b6aff-fae4-4ac9-bd7f-8d7cae3f3303,listening,mcq,A2,0.5,Why is the man calling?,"Woman: Hello, City Sports Centre.
Man: Hi. I'm calling about the evening badminton classes.
Woman: Yes, we have them on Mondays and Wednesdays. Beginners start at six and the mixed-level group starts at seven fifteen.
Man: Right. I'm probably a beginner. Do I need to bring my own racket?
Woman: No, you can borrow one for the first two weeks. After that, most people bring their own.
Man: Great. And how much is it?
Woman: It's eight pounds per class, or twenty-eight pounds for four classes in one month.
Man: Thanks. I'll come on Wednesday.
Woman: Fine. Please arrive ten minutes before the class starts.","{""options"":[""To ask about badminton classes"",""To book a football pitch"",""To cancel a swimming lesson"",""To buy sports shoes""],""metadata"":{""rationale"":""The learner follows short everyday conversations and extracts key practical information with clear support."",""subskills"":[""practical detail"",""purpose"",""simple inference"",""familiar transactional language""],""tts_notes"":""Two distinct British voices, moderate pace, slight pause between turns."",""distractors"":{""To buy sports shoes"":""Equipment is mentioned later, which may mislead."",""To book a football pitch"":""Sports centre context may cause broad guessing."",""To cancel a swimming lesson"":""Another common sports-centre activity, but not mentioned.""},""original_id"":""L_A2_01_Q1""},""explanation"":""The man says he is calling about the evening badminton classes."",""correctValue"":""To ask about badminton classes"",""correct_index"":0}",,,2026-04-15 21:47:39.337225+00
bb578d11-fe07-45b5-9287-2179e3540a32,listening,short_answer,C2,0.5,What burden is quietly transferred to the audience?,"Lecturer: Institutions often describe transparency as if it were a simple matter of showing more information. Yet disclosure, by itself, does not guarantee understanding. A school, hospital or public agency can release vast quantities of data and still remain opaque in the more meaningful sense, because people may be unable to judge what matters, compare cases or see where responsibility lies. This is why transparency has both a quantitative and a relational dimension. It is about what is shown, certainly, but also about whether the form of showing permits fair interpretation. The point is not that raw disclosure is useless. In some contexts it is essential. The problem arises when institutions treat publication as the end of accountability rather than one condition for it. At that moment, transparency turns oddly theatrical: information is displayed, while the burden of making sense of it is quietly transferred to the audience.","{""options"":[],""metadata"":{""rationale"":""The learner processes dense abstract spoken argument and distinguishes carefully between related but non-identical claims."",""subskills"":[""fine-grained inference"",""conceptual distinction"",""argument structure"",""speaker stance"",""counter-position recognition""],""tts_notes"":""Single academic British voice, medium pace, precise articulation, slight emphasis on contrastive terms such as 'yet', 'certainly', 'rather than'."",""distractors"":{""common_error"":""Learners may answer only 'the information', missing the interpretive burden.""},""original_id"":""L_C2_01_Q4""},""explanation"":""The lecturer says the audience is left to interpret what matters and where responsibility lies."",""correctValue"":""the burden of making sense of the information"",""correct_index"":-1}",,,2026-04-15 21:47:39.5946+00
c7db7bb8-c1c6-414b-99ed-f6e0613c1eef,listening,short_answer,A1,0.5,How early should the listener arrive?,"Hello, this is Green Street Dental Centre. Your appointment is on Tuesday the 14th at half past nine in the morning. Please arrive ten minutes early and bring your health card. If you need to change the time, call us before Monday afternoon. Thank you.","{""options"":[],""metadata"":{""rationale"":""The learner understands very simple recorded messages with clear delivery and familiar practical content."",""subskills"":[""gist"",""detail"",""time and date recognition"",""simple instruction""],""tts_notes"":""Slow-clear pace, neutral British voice, natural pauses after date, time and instructions."",""distractors"":{""common_error"":""Learners may answer 'before Monday afternoon', mixing up arrival and change-of-time information.""},""original_id"":""L_A1_01_Q4""},""explanation"":""The speaker says, 'Please arrive ten minutes early.'"",""correctValue"":""ten minutes early"",""correct_index"":-1}",,,2026-04-15 21:47:39.337225+00
c866f41d-faab-43a5-af38-c5aa151de130,reading,short_answer,B2,0.5,Why did the firm keep the policy?,"Several companies have introduced 'quiet hours' in shared offices: set periods when no internal meetings are scheduled and staff are asked to avoid unnecessary messages. Supporters say the idea protects concentration in workplaces that were designed for collaboration but have become full of interruption. Critics, however, argue that the policy can create a false sense of productivity. If urgent issues are simply postponed, teams may feel calmer for two hours yet less coordinated by the end of the day.

One medium-sized design firm recently trialled quiet hours on Tuesday and Thursday mornings. It reported faster completion of individual tasks, but only after managers agreed on what counted as urgent and what could wait. The firm has kept the policy, though not because it believes silence is always efficient. Rather, the trial showed that teams work better when expectations are explicit.","{""options"":[],""metadata"":{""rationale"":""The learner can process more extended argument, follow contrasting viewpoints, and interpret why evidence is included."",""subskills"":[""main argument"",""detail"",""inference"",""attitude"",""evidence tracking""],""distractors"":{""common_error"":""Learners may answer 'because silence is efficient', which reverses the writer's actual point.""},""original_id"":""R_B2_01_Q4""},""explanation"":""The final sentence gives the firm's reason directly."",""correctValue"":""because the trial showed teams worked better when expectations were explicit"",""correct_index"":-1}",,,2026-04-15 21:47:38.959013+00
caf491b8-bba2-4ccd-ad35-aefc6613a1bb,listening,mcq,C2,0.5,What distinction is central to the talk?,"Lecturer: Institutions often describe transparency as if it were a simple matter of showing more information. Yet disclosure, by itself, does not guarantee understanding. A school, hospital or public agency can release vast quantities of data and still remain opaque in the more meaningful sense, because people may be unable to judge what matters, compare cases or see where responsibility lies. This is why transparency has both a quantitative and a relational dimension. It is about what is shown, certainly, but also about whether the form of showing permits fair interpretation. The point is not that raw disclosure is useless. In some contexts it is essential. The problem arises when institutions treat publication as the end of accountability rather than one condition for it. At that moment, transparency turns oddly theatrical: information is displayed, while the burden of making sense of it is quietly transferred to the audience.","{""options"":[""Showing more information is not the same as making accountability understandable"",""Schools are less transparent than hospitals"",""People prefer short reports to long reports"",""Publication should replace accountability systems""],""metadata"":{""rationale"":""The learner processes dense abstract spoken argument and distinguishes carefully between related but non-identical claims."",""subskills"":[""fine-grained inference"",""conceptual distinction"",""argument structure"",""speaker stance"",""counter-position recognition""],""tts_notes"":""Single academic British voice, medium pace, precise articulation, slight emphasis on contrastive terms such as 'yet', 'certainly', 'rather than'."",""distractors"":{""People prefer short reports to long reports"":""Length is not the core distinction."",""Schools are less transparent than hospitals"":""Different institutions are examples, not objects of comparison."",""Publication should replace accountability systems"":""The lecturer argues the reverse.""},""original_id"":""L_C2_01_Q1""},""explanation"":""The lecturer distinguishes between disclosure volume and meaningful interpretability."",""correctValue"":""Showing more information is not the same as making accountability understandable"",""correct_index"":0}",,,2026-04-15 21:47:39.5946+00
d29be53f-f4f1-41dc-b2f7-73dcb85646d4,grammar,mcq,C1,0.5,What does 'That does not make the model unworkable' do in the text?,"A number of local councils are replacing fixed bus timetables in low-demand areas with on-demand minibuses booked through an app or by phone. The change is often presented as modernisation, but the language obscures what is really happening: a public service is becoming more conditional. Riders may gain flexibility in theory, yet only if they can book confidently, plan around variable pick-up windows and tolerate a system that works best when demand is predictable enough to be managed but not so low that it becomes economically awkward.

That does not make the model unworkable. In sparsely populated areas, running large empty buses to a rigid timetable is difficult to defend. Still, efficiency is not the only standard by which transport should be judged. A timetable, even an imperfect one, offers a visible promise: the bus is meant to come at a given time whether or not you are especially fluent with digital tools. When that promise is replaced by a responsive system, some waste may be removed; so may a small but meaningful form of civic certainty.","{""options"":[""It introduces a concession to balance the critique"",""It rejects the writer's earlier argument completely"",""It changes the topic to ticket prices"",""It summarises a passenger survey""],""metadata"":{""rationale"":""The learner interprets nuanced argument, tracks abstract reference, and distinguishes the writer's qualified stance from the views reported."",""subskills"":[""nuance"",""viewpoint analysis"",""reference resolution"",""inference"",""summary of trade-offs""],""distractors"":{""It summarises a passenger survey"":""No survey is mentioned."",""It changes the topic to ticket prices"":""Prices are not discussed."",""It rejects the writer's earlier argument completely"":""The critique remains, but it is qualified.""},""original_id"":""R_C1_01_Q2""},""explanation"":""The writer acknowledges practical reasons for the new model before returning to a wider argument about public value."",""correctValue"":""It introduces a concession to balance the critique"",""correct_index"":0}",,,2026-04-15 21:47:39.098479+00
d83ef187-cd5b-4d6d-97ed-d213a0063aac,speaking,audio,B1,0.5,You have 20 seconds to prepare. Then speak for about 1 minute.,"{""scenario"":""Describe a time when a plan changed unexpectedly. Explain what happened, what you did next, and whether the result was positive or negative."",""prompt_mode"":""RECORDED_MONOLOGUE""}","{""mode"":""RECORDED_MONOLOGUE"",""metadata"":{""rationale"":""The learner can give a straightforward account of an experience, explain actions and connect ideas in simple extended speech."",""subskills"":[""narration"",""past experience"",""reason-giving"",""coherence""],""original_id"":""S_B1_01"",""scoring_notes"":{""points_total"":25,""mapping_notes"":""Default starting speaking task."",""points_by_skill"":{""Speaking"":25}}},""scenario"":""Describe a time when a plan changed unexpectedly. Explain what happened, what you did next, and whether the result was positive or negative."",""follow_up_questions"":[""Do you usually change plans easily?"",""What helps you stay calm when something goes wrong?""]}",,,2026-04-15 21:47:39.707308+00
dc789c60-59c9-42a0-83b1-07089db4a967,listening,mcq,C1,0.5,What idea does the speaker challenge at the start?,"Host: City centres were once expected to revive automatically after large numbers of office workers began returning part-time. That expectation now looks too simple. A café owner may welcome the midweek rush, but not if Mondays and Fridays remain so quiet that staffing becomes guesswork. For landlords, a half-full building can appear respectable in a brochure while still failing to support the shops below it. None of this means hybrid working has damaged urban life beyond repair. It does suggest, though, that cities built around predictable office routines cannot rely on partial attendance to recreate the same economic pattern. A district that was designed to serve daily workers may need to become more hospitable to residents, students and occasional visitors instead. In other words, the question is no longer how to restore the old rhythm, but whether clinging to it prevents a more adaptable one from emerging.","{""options"":[""That part-time office returns would automatically revive city centres"",""That cafés need office workers at all"",""That landlords care about public image"",""That students ever visit city centres""],""metadata"":{""rationale"":""The learner understands longer spoken commentary with qualification, concession and layered viewpoint."",""subskills"":[""nuanced stance"",""contrast"",""reference"",""inference"",""evaluation""],""tts_notes"":""Single confident British voice, reflective current-affairs style, slight emphasis on concessions."",""distractors"":{""That students ever visit city centres"":""Students appear only later as part of a wider solution."",""That cafés need office workers at all"":""The café owner example is more specific and conditional."",""That landlords care about public image"":""Brochures are mentioned, but not as the central challenge.""},""original_id"":""L_C1_01_Q1""},""explanation"":""The opening sentence says that expectation now looks too simple."",""correctValue"":""That part-time office returns would automatically revive city centres"",""correct_index"":0}",,,2026-04-15 21:47:39.5946+00
de2b1597-4f52-449f-9ced-f84573208243,listening,mcq,B2,0.5,How would you describe the speaker's attitude?,"Presenter: Many shops now encourage customers to return unwanted online purchases in person rather than by post. Retailers often present this as a greener option, and sometimes it is. A single return journey can be combined with other errands, while individual delivery trips may involve extra packaging and transport. But the environmental argument becomes less convincing when customers drive long distances only to hand back a low-value item. Some companies have started experimenting with local drop boxes, which may reduce emissions and queueing at busy counters. The broader lesson is that convenience and sustainability do not always point in the same direction. Good policy depends less on slogans than on understanding what people will actually do, not what companies hope they will do.","{""options"":[""Measured and evidence-focused"",""Highly emotional and angry"",""Completely certain and absolute"",""Mainly humorous""],""metadata"":{""rationale"":""The learner follows extended standard speech, including explanation and qualification, and can interpret why examples are used."",""subskills"":[""argument gist"",""detail"",""speaker attitude"",""implication"",""cause-effect""],""tts_notes"":""Single voice, radio-feature style, slightly varied emphasis on contrastive phrases."",""distractors"":{""Mainly humorous"":""The talk is serious and explanatory."",""Highly emotional and angry"":""The tone is calm and analytical."",""Completely certain and absolute"":""The speaker repeatedly qualifies claims.""},""original_id"":""L_B2_01_Q5""},""explanation"":""The speaker weighs different cases and avoids simplistic conclusions."",""correctValue"":""Measured and evidence-focused"",""correct_index"":0}",,,2026-04-15 21:47:39.473+00
e339d766-ed7d-4ee1-8e20-50064acb4e04,reading,short_answer,C1,0.5,What may be lost when waste is removed from the system?,"A number of local councils are replacing fixed bus timetables in low-demand areas with on-demand minibuses booked through an app or by phone. The change is often presented as modernisation, but the language obscures what is really happening: a public service is becoming more conditional. Riders may gain flexibility in theory, yet only if they can book confidently, plan around variable pick-up windows and tolerate a system that works best when demand is predictable enough to be managed but not so low that it becomes economically awkward.

That does not make the model unworkable. In sparsely populated areas, running large empty buses to a rigid timetable is difficult to defend. Still, efficiency is not the only standard by which transport should be judged. A timetable, even an imperfect one, offers a visible promise: the bus is meant to come at a given time whether or not you are especially fluent with digital tools. When that promise is replaced by a responsive system, some waste may be removed; so may a small but meaningful form of civic certainty.","{""options"":[],""metadata"":{""rationale"":""The learner interprets nuanced argument, tracks abstract reference, and distinguishes the writer's qualified stance from the views reported."",""subskills"":[""nuance"",""viewpoint analysis"",""reference resolution"",""inference"",""summary of trade-offs""],""distractors"":{""common_error"":""Learners may answer 'empty buses', which is the waste removed, not the value lost.""},""original_id"":""R_C1_01_Q4""},""explanation"":""The final sentence frames the trade-off between efficiency and civic certainty."",""correctValue"":""a small but meaningful form of civic certainty"",""correct_index"":-1}",,,2026-04-15 21:47:39.098479+00
eecb5ac4-8812-4428-a55b-f2b06fff06be,reading,short_answer,A2,0.5,What should people check if the weather is very bad?,"Community Park Clean-up Day
Meet at the east gate at 9.30 on Sunday. We will give everyone gloves and rubbish bags. Please wear old clothes and comfortable shoes. Children under 12 must come with an adult. At 11.30, volunteers can join a free picnic near the lake. If it rains heavily, check the council website after 8.00 that morning for updates.","{""options"":[],""metadata"":{""rationale"":""The learner understands short connected texts about familiar routines and can extract straightforward practical details."",""subskills"":[""gist"",""specific detail"",""practical information"",""simple purpose""],""distractors"":{""common_error"":""Learners may write 'the park' or 'the lake' because these locations are also in the text.""},""original_id"":""R_A2_01_Q4""},""explanation"":""The notice directs readers to check the council website after 8.00 if it rains heavily."",""correctValue"":""the council website"",""correct_index"":-1}",,,2026-04-15 21:47:38.796221+00
f2b89b34-5803-4b70-85a3-9fcc22b994b4,reading,mcq,A1,0.5,What time does the library close on Saturday?,"Hello Maya,
Your new library card is ready. Please collect it at the front desk between 10.00 and 4.00 this week. Bring one photo ID. On Saturday, the library closes at 1.00. If you cannot come, phone us before Friday.
Thank you,
Town Library","{""options"":[""1.00"",""4.00"",""10.00"",""5.00""],""metadata"":{""rationale"":""The learner reads short, concrete everyday information and identifies basic facts with limited inference."",""subskills"":[""gist"",""detail"",""simple inference"",""everyday notices""],""distractors"":{""4.00"":""This is the weekday collection cut-off time, so it can be confused with Saturday closing."",""5.00"":""A common library closing time that is not in the text."",""10.00"":""This is the start of the collection window.""},""original_id"":""R_A1_01_Q3""},""explanation"":""The message clearly says the library closes at 1.00 on Saturday."",""correctValue"":""1.00"",""correct_index"":0}",,,2026-04-15 21:47:38.796221+00
f52acc5e-2316-4a0e-9e00-33b1e49435d6,reading,mcq,B2,0.5,Why do critics think quiet hours may be misleading?,"Several companies have introduced 'quiet hours' in shared offices: set periods when no internal meetings are scheduled and staff are asked to avoid unnecessary messages. Supporters say the idea protects concentration in workplaces that were designed for collaboration but have become full of interruption. Critics, however, argue that the policy can create a false sense of productivity. If urgent issues are simply postponed, teams may feel calmer for two hours yet less coordinated by the end of the day.

One medium-sized design firm recently trialled quiet hours on Tuesday and Thursday mornings. It reported faster completion of individual tasks, but only after managers agreed on what counted as urgent and what could wait. The firm has kept the policy, though not because it believes silence is always efficient. Rather, the trial showed that teams work better when expectations are explicit.","{""options"":[""Problems may be delayed rather than solved"",""Employees dislike working in silence"",""Shared offices are too small"",""Urgent tasks disappear during the morning""],""metadata"":{""rationale"":""The learner can process more extended argument, follow contrasting viewpoints, and interpret why evidence is included."",""subskills"":[""main argument"",""detail"",""inference"",""attitude"",""evidence tracking""],""distractors"":{""Shared offices are too small"":""The office design is mentioned generally, not as the criticism."",""Employees dislike working in silence"":""This is a plausible opinion but is not stated."",""Urgent tasks disappear during the morning"":""The text says urgent tasks may be postponed, not vanish.""},""original_id"":""R_B2_01_Q2""},""explanation"":""Critics say urgent issues may simply be postponed, creating only a temporary feeling of order."",""correctValue"":""Problems may be delayed rather than solved"",""correct_index"":0}",,,2026-04-15 21:47:38.959013+00
